id,title,overview,genres,cast,director,keywords,vote_average,vote_count,poster_path,release_date
51497,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",Action Thriller Crime,VinDiesel PaulWalker JordanaBrewster TyreseGibson Ludacris,JustinLin,brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger,7.1,2438,,2011-04-20
58574,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",Adventure Action Crime Mystery,RobertDowneyJr. JudeLaw JaredHarris NoomiRapace KellyReilly,GuyRitchie,detectiveinspector steampunk criminalmastermind,7.0,3886,,2011-11-22
18823,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",Adventure Fantasy Action,SamWorthington LiamNeeson RalphFiennes GemmaArterton JasonFlemyng,LouisLeterrier,hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken gods ancientgreece basedongreekmyth 3d,5.6,2233,,2010-04-01
861,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",Action Adventure ScienceFiction,ArnoldSchwarzenegger SharonStone RachelTicotin RonnyCox MichaelIronside,PaulVerhoeven,oxygen falselyaccused resistance mars doublelife telepathy mutant hologram spacecolony falseidentity secretagent dystopia cyberpunk falsememory implantedmemory,7.1,1710,,1990-06-01
1911,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",Adventure Fantasy Action,AntonioBanderas VladimirKulich DennisStorhøi DanielSouthern CliveRussell,JohnMcTiernan,witch cave arabian scandinavia bagdad viking iraq war mission,6.4,510,,1999-08-27
49040,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",Action Thriller,JeremyRenner RachelWeisz EdwardNorton ScottGlenn StacyKeach,TonyGilroy,assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral,6.0,2651,,2012-08-08
415,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",Action Crime Fantasy,GeorgeClooney ChrisO'Donnell ArnoldSchwarzenegger UmaThurman AliciaSilverstone,JoelSchumacher,doublelife dccomics dualidentity crimefighter fictionalplace gothamcity superhero creditcard superpowers,4.2,1418,,1997-06-20
8871,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",Family Comedy Fantasy,JimCarrey TaylorMomsen JeffreyTambor ChristineBaranski BillIrwin,RonHoward,holiday christmasparty newlove santaclaus village kidsandfamily,6.2,1386,,2000-11-17
435,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",Action Adventure ScienceFiction Thriller,DennisQuaid JakeGyllenhaal EmmyRossum DashMihok JayO.Sanders,RolandEmmerich,savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie,6.2,2392,,2004-05-26
955,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",Adventure Action Thriller,TomCruise DougrayScott ThandieNewton VingRhames RichardRoxburgh,JohnWoo,terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory,5.9,1928,,2000-05-24
2133,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",Drama,GeorgeClooney MarkWahlberg DianeLane JohnC.Reilly WilliamFichtner,WolfgangPetersen,u.s.airforce grocery jamaican meteorologist rescueboat marina cityhall theflemishcap malecamaraderie stormatsea,6.2,597,,2000-03-15
1979,Fantastic 4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",Adventure Fantasy Action Thriller,IoanGruffudd JessicaAlba ChrisEvans MichaelChiklis JulianMcMahon,TimStory,fire helicopter surfboard mask satellite airplane transformation forest resurrection marvelcomic sequel superhero basedoncomicbook outerspace wedding explosion scientist interrogation doublecross fantasticfour military earthinperil superhumanstrength duringcreditsstinger invisibility silversurfer forcefield elasticity absorbingpower,5.4,2589,,2007-06-13
87827,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",Adventure Drama Action,SurajSharma IrrfanKhan AyushTandon GautamBelur AdilHussain,AngLee,ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal,7.2,5797,,2012-11-20
1250,Ghost Rider,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",Thriller Action Fantasy Horror,NicolasCage EvaMendes WesBentley DonalLogue SamElliott,MarkStevenJohnson,mephisto religionandsupernatural dyinganddeath devil'sson ghostworld stunts flame basedoncomicbook,5.2,1712,,2007-02-16
324668,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,Action Thriller,MattDamon AliciaVikander TommyLeeJones VincentCassel JuliaStiles,PaulGreengrass,assassin amnesia flashback,5.9,2341,,2016-07-27
9471,Charlie's Angels: Full Throttle,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",Action Adventure Comedy,CameronDiaz DrewBarrymore LucyLiu BernieMac RobertPatrick,McG,robbery secretidentity secretagent,5.2,914,,2003-06-27
70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",ScienceFiction Adventure Mystery,NoomiRapace MichaelFassbender GuyPearce IdrisElba LoganMarshall-Green,RidleyScott,android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife,6.3,5080,,2012-05-30
10996,Stuart Little 2,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",Family Adventure Animation Comedy,MichaelJ.Fox GeenaDavis HughLaurie JonathanLipnicki AnnaHoelck,RobMinkoff,mouse falcon bird friendship family,5.4,613,,2002-07-19
68724,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",ScienceFiction Action Drama Thriller,MattDamon JodieFoster SharltoCopley AliceBraga DiegoLuna,NeillBlomkamp,dystopia spacestation classconflict,6.4,3439,,2013-08-07
2789,The Chronicles of Riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",Action ScienceFiction,VinDiesel ThandieNewton KarlUrban ColmFeore LinusRoache,DavidTwohy,prison dystopia matteroflifeanddeath outerspace intergalactictravel,6.3,1570,,2004-06-11
97020,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",Action ScienceFiction,JoelKinnaman GaryOldman MichaelKeaton AbbieCornish JackieEarleHaley,JoséPadilha,cyborg future dystopia police remake violence detroit,5.7,2342,,2014-01-30
7459,Speed Racer,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",Action Family ScienceFiction,EmileHirsch ChristinaRicci MatthewFox SusanSarandon ScottPorter,LillyWachowski,carrace lossofbrother chimp family duringcreditsstinger womandirector,5.7,354,,2008-05-09
42888,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",Comedy Drama Romance,ReeseWitherspoon PaulRudd OwenWilson JackNicholson KathrynHahn,JamesL.Brooks,lovetriangle baseball athlete aftercreditsstinger,4.9,223,,2010-12-17
37834,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",Action Comedy,TomCruise CameronDiaz PeterSarsgaard ViolaDavis JordiMollà,JamesMangold,spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger,5.9,1547,,2010-06-15
75612,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",Action ScienceFiction Adventure Mystery,TomCruise MorganFreeman OlgaKurylenko AndreaRiseborough NikolajCoster-Waldau,JosephKosinski,spacecraft dystopia space drone imax humanvsalien,6.4,4800,,2013-04-10
1895,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",ScienceFiction Adventure Action,EwanMcGregor NataliePortman HaydenChristensen IanMcDiarmid SamuelL.Jackson,GeorgeLucas,showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar,7.1,4116,,2005-05-17
1894,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",Adventure Action ScienceFiction,EwanMcGregor NataliePortman HaydenChristensen IanMcDiarmid SamuelL.Jackson,GeorgeLucas,senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda,6.4,3992,,2002-05-15
585,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",Animation Comedy Family,JohnGoodman BillyCrystal MaryGibbs SteveBuscemi JamesCoburn,PeteDocter,monster infant energysupply company rivalry hijinks bestfriend scream conveyorbelt energycompany friend,7.5,5996,,2001-11-01
76170,The Wolverine,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",Action ScienceFiction Adventure Fantasy,HughJackman HiroyukiSanada FamkeJanssen WillYunLee TaoOkamoto,JamesMangold,japan samurai mutant worldwari marvelcomic superhero basedoncomicbook superhuman duringcreditsstinger,6.3,4053,,2013-07-23
1893,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",Adventure Action ScienceFiction,LiamNeeson EwanMcGregor NataliePortman JakeLloyd IanMcDiarmid,GeorgeLucas,prophecy senate queen taskmaster galaxy apprentice taxes spaceopera,6.3,4432,,1999-05-19
49519,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",Adventure Animation Comedy Family Fantasy,NicolasCage EmmaStone RyanReynolds CatherineKeener ClorisLeachman,ChrisSanders,stoneage daughter father prehistoric ancientworld fatherdaughterrelationship family cavemen aftercreditsstinger duringcreditsstinger,6.8,2399,,2013-03-20
2395,Asterix at the Olympic Games,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina (portrayed by supermodel Vanessa Hessler). Brutus (Benoît Poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar (Alain Delon) in the process.",Fantasy Adventure Comedy Family,ClovisCornillac GérardDepardieu FranckDubosc JoséGarcia StéphaneRousseau,ThomasLangmann,competition greece colosseum olympicgames emperor magic horse roman wildboar governance galier,5.0,471,,2008-01-13
12100,Windtalkers,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",Drama Action History War,NicolasCage AdamBeach PeterStormare NoahEmmerich MarkRuffalo,JohnWoo,japan worldwarii radiotransmission marinecorps u.s.army code navajo pacificwar,5.8,341,,2002-06-14
290595,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",Action Adventure Drama,ChrisHemsworth CharlizeTheron EmilyBlunt JessicaChastain NickFrost,CedricNicolas-Troyan,witch magic fairytale snowwhite huntsman,6.0,1523,,2016-04-06
98566,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,ScienceFiction Action Adventure Fantasy Comedy,MeganFox WillArnett WilliamFichtner AlanRitchson NoelFisher,JonathanLiebesman,martialarts terrorist hero mutation van turtle vigilante superhero basedoncomicbook ninja newyorkcity sewer reboot scienceexperiment 3d,5.8,2636,,2014-08-07
49047,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",ScienceFiction Thriller Drama,SandraBullock GeorgeClooney EdHarris OrtoIgnatiussen PhaldutSharma,AlfonsoCuarón,spacemission loss space astronaut trappedinspace,7.3,5751,,2013-09-27
9619,Dante's Peak,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",Action Adventure Thriller,PierceBrosnan LindaHamilton JamieRenéeSmith JeremyFoley ElizabethHoffman,RogerDonaldson,helicopter smalltown mayor evacuation motel lava volcano cabin lovers naturaldisaster partnership volcanologist rescue explosion scientist seismograph volcaniceruption rowboat catastrophe acid countyfair abandonedmine volcanicash,5.7,428,,1997-02-07
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",Fantasy Action Adventure Comedy,MeganFox StephenAmell WillArnett LauraLinney PetePloszek,DaveGreen,brotherbrotherrelationship turtle sequel basedoncomicbook ninja rat,5.8,963,,2016-06-01
166424,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",Action Adventure ScienceFiction,MilesTeller KateMara MichaelB.Jordan JamieBell TobyKebbell,JoshTrank,teleportation transformation telekinesis portal marvelcomic superhero basedoncomicbook superheroteam fantasticfour bodyhorror invisiblewoman,4.4,2278,,2015-08-05
1593,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",Action Adventure Comedy Family Fantasy,BenStiller JakeCherry CarlaGugino RobinWilliams DickVanDyke,ShawnLevy,museum skeleton nightshift chaos genghiskhan mayacivilization naturalhistory theodoreroosevelt dinosaur basedonchildren'sbook magicalobject securityguard duringcreditsstinger inanimateobjectscomingtolife,6.3,2862,,2006-10-20
254128,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",Action Drama Thriller,DwayneJohnson AlexandraDaddario CarlaGugino IoanGruffudd ArchiePanjabi,BradPeyton,california earthquake catastrophe disasterfilm 3d sanandreas sanandreascalifornia rescueoperation,6.0,2968,,2015-05-27
714,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,Adventure Action Thriller,PierceBrosnan JonathanPryce MichelleYeoh TeriHatcher RickyJay,RogerSpottiswoode,londonengland england spy china newsbroadcast intelligence television missile manipulationofthemedia secretintelligenceservice specialcar tvstation mediatycoon navy motorcycle secretservice hamburggermany,6.0,925,,1997-12-11
2024,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",Drama History War Action,MelGibson HeathLedger JoelyRichardson JasonIsaacs TchékyKaryo,RolandEmmerich,rebel southernusa lossofson martialarts general lossoffamily passion insurgence french daughter southcarolina british basedontruestory gore mission,6.8,1099,,2000-06-28
163,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",Thriller Crime,GeorgeClooney BradPitt CatherineZeta-Jones JuliaRoberts AndyGarcía,StevenSoderbergh,sequel fabergéegg dutcheastindiancompany second part goldenegg goon,6.4,2124,,2004-12-09
787,Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",Action Comedy Drama Thriller,AngelinaJolie BradPitt VinceVaughn AdamBrody KerryWashington,DougLiman,bomb assassin secretidentity secret assaultrifle gun marriedcouple hitman decoy marriagecrisis marriage job dysfunctionalmarriage gunfight bulletwound,6.5,2965,,2005-06-07
262500,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,Adventure ScienceFiction Thriller,ShaileneWoodley TheoJames KateWinslet AnselElgort MilesTeller,RobertSchwentke,basedonnovel revolution dystopia sequel dystopicfuture youngadult 3d divergent,6.2,3829,,2015-03-18
2567,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",Drama,LeonardoDiCaprio CateBlanchett KateBeckinsale JohnC.Reilly AlecBaldwin,MartinScorsese,ladykiller pilot biography womanizer aviation phobia u.s.congress flyingboat testflight,7.0,1489,,2004-12-17
38745,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",Comedy,JackBlack AmandaPeet EmilyBlunt JasonSegel ChrisO'Dowd,RobLetterman,journalist forbiddenlove princess royalcourt 3d,4.9,621,,2010-12-25
40805,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",Action Crime Comedy,SethRogen JayChou ChristophWaltz CameronDiaz EdwardFurlong,MichelGondry,bomb martialarts assassin vandalism nightclub training knife party playboy superhero revenge trap violence kato carchase methlab,5.5,1251,,2011-01-12
53182,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",Action War,SullivanStapleton EvaGreen LenaHeadey CallanMulvey DavidWenham,NoamMurro,basedongraphicnovel ancientgreece duringcreditsstinger seabattle handtohandcombat minions navalwarfare 3d,6.1,2397,,2014-03-05
41513,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",Animation Family Adventure Comedy Fantasy,HankAzaria NeilPatrickHarris JaymaMays SofíaVergara TimGunn,RajaGosnell,moon magic basedoncomicbook animation goodvsevil smurf blue vortex mischief catandmouse duringcreditsstinger,5.5,1179,,2011-07-29
13700,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Animation Family,RoseanneBarr JudiDench JenniferTilly SteveBuscemi G.W.Bailey,WillFinn,farm cow animal,5.7,389,,2004-04-02
262504,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Adventure ScienceFiction,ShaileneWoodley TheoJames ZoëKravitz MilesTeller NaomiWatts,RobertSchwentke,basedonnovel revolution dystopia sequel dystopicfuture youngadult basedonyoungadultnovel,5.9,1998,,2016-03-09
39254,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",Action ScienceFiction Drama,HughJackman DakotaGoyo EvangelineLilly AnthonyMackie KevinDurand,ShawnLevy,fathersonrelationship fight sport robot prizefighting fathersonreunion robotfighting,6.6,2692,,2011-09-28
77931,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",Fantasy Family Comedy Animation,HankAzaria NeilPatrickHarris BrendanGleeson JaymaMays JonathanWinters,RajaGosnell,basedoncartoon animation smurf,5.5,695,,2013-07-30
1639,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,Action Adventure Thriller,SandraBullock JasonPatric WillemDafoe TemueraMorrison MikeHagerty,JandeBont,boat cruise computer disaster diamond collisioncourse,4.1,434,,1997-06-13
80274,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",ScienceFiction Action Adventure,AsaButterfield HarrisonFord HaileeSteinfeld AbigailBreslin BenKingsley,GavinHood,basedonnovel intolerance chosenone childprodigy futuristic space sciencefiction alieninvasion militaryschool moralitytale basedonyoungadultnovel,6.6,2303,,2013-10-23
